lambda_0,frob_norm,ce_fixed,ce_adaptive,ce_svd,ratio_adapt_fixed,q_fixed,q_adaptive,q_svd
0.0001,2.2471191017369705,1.3766272462597697,1.3766272651436309,1.3777572830380518,1.0000000137174831,1,1,1
0.01,1.9965298188371705,1.1617637044162654,1.1617637515279884,1.1630525243384422,1.0000000405518978,1,1,1
0.1,1.3949810481731921,0.5708873956987347,0.5710003761118533,0.5949046410265777,1.0001979031486241,1,1,1
0.5,0.9428262738019629,0.275492835837454,0.27601932611257934,0.30426897219165217,1.0019110851776778,1,1,1
2.0,0.5500052594314494,0.07243763579891813,0.07900350283360516,0.0916947696694006,1.090641652813096,1,1,1
5.0,0.32122763758533485,0.018669585997256988,0.02146873440756808,0.024600325183321725,1.1499309310191643,1,1,1
